,id,label,uri
891,04542943-n,waffle iron,http://wordnet-rdf.princeton.edu/wn30/04542943-n
892,04548280-n,wall clock,http://wordnet-rdf.princeton.edu/wn30/04548280-n
893,04548362-n,"wallet, billfold, notecase, pocketbook",http://wordnet-rdf.princeton.edu/wn30/04548362-n
894,04550184-n,"wardrobe, closet, press",http://wordnet-rdf.princeton.edu/wn30/04550184-n
895,04552348-n,"warplane, military plane",http://wordnet-rdf.princeton.edu/wn30/04552348-n
896,04553703-n,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",http://wordnet-rdf.princeton.edu/wn30/04553703-n
897,04554684-n,"washer, automatic washer, washing machine",http://wordnet-rdf.princeton.edu/wn30/04554684-n
898,04557648-n,water bottle,http://wordnet-rdf.princeton.edu/wn30/04557648-n
899,04560804-n,water jug,http://wordnet-rdf.princeton.edu/wn30/04560804-n
900,04562935-n,water tower,http://wordnet-rdf.princeton.edu/wn30/04562935-n
901,04579145-n,whiskey jug,http://wordnet-rdf.princeton.edu/wn30/04579145-n
902,04579432-n,whistle,http://wordnet-rdf.princeton.edu/wn30/04579432-n
903,04584207-n,wig,http://wordnet-rdf.princeton.edu/wn30/04584207-n
904,04589890-n,window screen,http://wordnet-rdf.princeton.edu/wn30/04589890-n
905,04590129-n,window shade,http://wordnet-rdf.princeton.edu/wn30/04590129-n
906,04591157-n,Windsor tie,http://wordnet-rdf.princeton.edu/wn30/04591157-n
907,04591713-n,wine bottle,http://wordnet-rdf.princeton.edu/wn30/04591713-n
908,04592741-n,wing,http://wordnet-rdf.princeton.edu/wn30/04592741-n
909,04596742-n,wok,http://wordnet-rdf.princeton.edu/wn30/04596742-n
910,04597913-n,wooden spoon,http://wordnet-rdf.princeton.edu/wn30/04597913-n
911,04599235-n,"wool, woolen, woollen",http://wordnet-rdf.princeton.edu/wn30/04599235-n
912,04604644-n,"worm fence, snake fence, snake-rail fence, Virginia fence",http://wordnet-rdf.princeton.edu/wn30/04604644-n
913,04606251-n,wreck,http://wordnet-rdf.princeton.edu/wn30/04606251-n
914,04612504-n,yawl,http://wordnet-rdf.princeton.edu/wn30/04612504-n
915,04613696-n,yurt,http://wordnet-rdf.princeton.edu/wn30/04613696-n
916,06359193-n,"web site, website, internet site, site",http://wordnet-rdf.princeton.edu/wn30/06359193-n
917,06596364-n,comic book,http://wordnet-rdf.princeton.edu/wn30/06596364-n
918,06785654-n,"crossword puzzle, crossword",http://wordnet-rdf.princeton.edu/wn30/06785654-n
919,06794110-n,street sign,http://wordnet-rdf.princeton.edu/wn30/06794110-n
920,06874185-n,"traffic light, traffic signal, stoplight",http://wordnet-rdf.princeton.edu/wn30/06874185-n
921,07248320-n,"book jacket, dust cover, dust jacket, dust wrapper",http://wordnet-rdf.princeton.edu/wn30/07248320-n
922,07565083-n,menu,http://wordnet-rdf.princeton.edu/wn30/07565083-n
923,07579787-n,plate,http://wordnet-rdf.princeton.edu/wn30/07579787-n
924,07583066-n,guacamole,http://wordnet-rdf.princeton.edu/wn30/07583066-n
925,07584110-n,consomme,http://wordnet-rdf.princeton.edu/wn30/07584110-n
926,07590611-n,"hot pot, hotpot",http://wordnet-rdf.princeton.edu/wn30/07590611-n
927,07613480-n,trifle,http://wordnet-rdf.princeton.edu/wn30/07613480-n
928,07614500-n,"ice cream, icecream",http://wordnet-rdf.princeton.edu/wn30/07614500-n
929,07615774-n,"ice lolly, lolly, lollipop, popsicle",http://wordnet-rdf.princeton.edu/wn30/07615774-n
930,07684084-n,French loaf,http://wordnet-rdf.princeton.edu/wn30/07684084-n
931,07693725-n,"bagel, beigel",http://wordnet-rdf.princeton.edu/wn30/07693725-n
932,07695742-n,pretzel,http://wordnet-rdf.princeton.edu/wn30/07695742-n
933,07697313-n,cheeseburger,http://wordnet-rdf.princeton.edu/wn30/07697313-n
934,07697537-n,"hotdog, hot dog, red hot",http://wordnet-rdf.princeton.edu/wn30/07697537-n
935,07711569-n,mashed potato,http://wordnet-rdf.princeton.edu/wn30/07711569-n
936,07714571-n,head cabbage,http://wordnet-rdf.princeton.edu/wn30/07714571-n
937,07714990-n,broccoli,http://wordnet-rdf.princeton.edu/wn30/07714990-n
938,07715103-n,cauliflower,http://wordnet-rdf.princeton.edu/wn30/07715103-n
939,07716358-n,"zucchini, courgette",http://wordnet-rdf.princeton.edu/wn30/07716358-n
940,07716906-n,spaghetti squash,http://wordnet-rdf.princeton.edu/wn30/07716906-n
941,07717410-n,acorn squash,http://wordnet-rdf.princeton.edu/wn30/07717410-n
942,07717556-n,butternut squash,http://wordnet-rdf.princeton.edu/wn30/07717556-n
943,07718472-n,"cucumber, cuke",http://wordnet-rdf.princeton.edu/wn30/07718472-n
944,07718747-n,"artichoke, globe artichoke",http://wordnet-rdf.princeton.edu/wn30/07718747-n
945,07720875-n,bell pepper,http://wordnet-rdf.princeton.edu/wn30/07720875-n
946,07730033-n,cardoon,http://wordnet-rdf.princeton.edu/wn30/07730033-n
947,07734744-n,mushroom,http://wordnet-rdf.princeton.edu/wn30/07734744-n
948,07742313-n,Granny Smith,http://wordnet-rdf.princeton.edu/wn30/07742313-n
949,07745940-n,strawberry,http://wordnet-rdf.princeton.edu/wn30/07745940-n
950,07747607-n,orange,http://wordnet-rdf.princeton.edu/wn30/07747607-n
951,07749582-n,lemon,http://wordnet-rdf.princeton.edu/wn30/07749582-n
952,07753113-n,fig,http://wordnet-rdf.princeton.edu/wn30/07753113-n
953,07753275-n,"pineapple, ananas",http://wordnet-rdf.princeton.edu/wn30/07753275-n
954,07753592-n,banana,http://wordnet-rdf.princeton.edu/wn30/07753592-n
955,07754684-n,"jackfruit, jak, jack",http://wordnet-rdf.princeton.edu/wn30/07754684-n
956,07760859-n,custard apple,http://wordnet-rdf.princeton.edu/wn30/07760859-n
957,07768694-n,pomegranate,http://wordnet-rdf.princeton.edu/wn30/07768694-n
958,07802026-n,hay,http://wordnet-rdf.princeton.edu/wn30/07802026-n
959,07831146-n,carbonara,http://wordnet-rdf.princeton.edu/wn30/07831146-n
960,07836838-n,"chocolate sauce, chocolate syrup",http://wordnet-rdf.princeton.edu/wn30/07836838-n
961,07860988-n,dough,http://wordnet-rdf.princeton.edu/wn30/07860988-n
962,07871810-n,"meat loaf, meatloaf",http://wordnet-rdf.princeton.edu/wn30/07871810-n
963,07873807-n,"pizza, pizza pie",http://wordnet-rdf.princeton.edu/wn30/07873807-n
964,07875152-n,potpie,http://wordnet-rdf.princeton.edu/wn30/07875152-n
965,07880968-n,burrito,http://wordnet-rdf.princeton.edu/wn30/07880968-n
966,07892512-n,red wine,http://wordnet-rdf.princeton.edu/wn30/07892512-n
967,07920052-n,espresso,http://wordnet-rdf.princeton.edu/wn30/07920052-n
968,07930864-n,cup,http://wordnet-rdf.princeton.edu/wn30/07930864-n
969,07932039-n,eggnog,http://wordnet-rdf.princeton.edu/wn30/07932039-n
970,09193705-n,alp,http://wordnet-rdf.princeton.edu/wn30/09193705-n
971,09229709-n,bubble,http://wordnet-rdf.princeton.edu/wn30/09229709-n
972,09246464-n,"cliff, drop, drop-off",http://wordnet-rdf.princeton.edu/wn30/09246464-n
973,09256479-n,coral reef,http://wordnet-rdf.princeton.edu/wn30/09256479-n
974,09288635-n,geyser,http://wordnet-rdf.princeton.edu/wn30/09288635-n
975,09332890-n,"lakeside, lakeshore",http://wordnet-rdf.princeton.edu/wn30/09332890-n
976,09399592-n,"promontory, headland, head, foreland",http://wordnet-rdf.princeton.edu/wn30/09399592-n
977,09421951-n,"sandbar, sand bar",http://wordnet-rdf.princeton.edu/wn30/09421951-n
978,09428293-n,"seashore, coast, seacoast, sea-coast",http://wordnet-rdf.princeton.edu/wn30/09428293-n
979,09468604-n,"valley, vale",http://wordnet-rdf.princeton.edu/wn30/09468604-n
980,09472597-n,volcano,http://wordnet-rdf.princeton.edu/wn30/09472597-n
981,09835506-n,"ballplayer, baseball player",http://wordnet-rdf.princeton.edu/wn30/09835506-n
982,10148035-n,"groom, bridegroom",http://wordnet-rdf.princeton.edu/wn30/10148035-n
983,10565667-n,scuba diver,http://wordnet-rdf.princeton.edu/wn30/10565667-n
984,11879895-n,rapeseed,http://wordnet-rdf.princeton.edu/wn30/11879895-n
985,11939491-n,daisy,http://wordnet-rdf.princeton.edu/wn30/11939491-n
986,12057211-n,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",http://wordnet-rdf.princeton.edu/wn30/12057211-n
987,12144580-n,corn,http://wordnet-rdf.princeton.edu/wn30/12144580-n
988,12267677-n,acorn,http://wordnet-rdf.princeton.edu/wn30/12267677-n
989,12620546-n,"hip, rose hip, rosehip",http://wordnet-rdf.princeton.edu/wn30/12620546-n
990,12768682-n,"buckeye, horse chestnut, conker",http://wordnet-rdf.princeton.edu/wn30/12768682-n
991,12985857-n,coral fungus,http://wordnet-rdf.princeton.edu/wn30/12985857-n
992,12998815-n,agaric,http://wordnet-rdf.princeton.edu/wn30/12998815-n
993,13037406-n,gyromitra,http://wordnet-rdf.princeton.edu/wn30/13037406-n
994,13040303-n,"stinkhorn, carrion fungus",http://wordnet-rdf.princeton.edu/wn30/13040303-n
995,13044778-n,earthstar,http://wordnet-rdf.princeton.edu/wn30/13044778-n
996,13052670-n,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",http://wordnet-rdf.princeton.edu/wn30/13052670-n
997,13054560-n,bolete,http://wordnet-rdf.princeton.edu/wn30/13054560-n
998,13133613-n,"ear, spike, capitulum",http://wordnet-rdf.princeton.edu/wn30/13133613-n
999,15075141-n,"toilet tissue, toilet paper, bathroom tissue",http://wordnet-rdf.princeton.edu/wn30/15075141-n
